	Control_1	Control_2	Control_3	a_1	a_2	a_3	b_1	b_2	b_3
P1984	0.717581543	1.054009777	1.173411006	1.513182187	1.908348135	1.918388049	1.380403889	1.341712949	1.321548174
P1985	1.333015115	1.021350244	1.302548632	1.012332915	1.077428064	1.095352269	0.894390426	0.846018933	1.117594981
P1986	4.742402546	3.146254459	5.068969104	2.901262831	4.542380107	6.129656953	6.80276739	5.152564477	7.854228415
P1987	20.2052506	18.55410226	20.61042338	18.16926372	14.94422735	21.58059757	20.8145101	21.66078295	29.07925632
P1988	2.384327765	2.030466376	2.005950276	3.629274057	4.572362345	5.08373294	3.248765894	2.961122479	2.704299627
P1989	5.866666667	6.575769586	5.911578071	6.369396647	4.48937833	6.241147178	7.206207928	6.673262429	7.671773355
P1990	1.569530628	0.726172546	1.206699261	1.235802378	0.897619893	0.995112505	1.072326103	0.898050503	1.099503445
P1991	1.638902148	2.270841591	2.453344429	0.830071634	0.517840142	0.961637772	0.571211668	1.650169766	1.832903499
P1992	2.403579952	2.706566257	2.404868407	2.728232775	3.90678508	3.139616378	2.167090501	3.367886133	2.830362985
P1993	0.580198886	1.123530189	1.058358473	0.715988479	1.256738899	1.201217263	0.766641735	0.938569469	0.993687209
P1994	2.816229117	0.289100277	0.241527099	0.384639244	0.79374778	0.602194762	1.037023186	3.598587907	3.548635436
P1995	0.904295943	1.454168318	1.487631333	1.577209955	1.894138544	1.474087053	1.243305909	0.798057248	1.158377921
P1996	121.964996	104.5025763	122.9252055	121.1948896	95.0294849	112.8642567	122.2438295	117.3768354	111.8095385
P1997	3.047175815	3.213898798	1.847560595	2.453806957	2.001989343	1.815473995	2.818773373	1.321408495	2.154624889
P1998	0.615831344	0.912035936	0.657151774	0.608071782	0.366820604	0.679850609	0.664188482	0.718480876	0.648138881
P1999	0.268957836	0.311639583	0.177854988	0.255187948	0.384667851	0.478282921	0.421211668	0.160522115	0.306151122
P2000	10.5361973	11.06830493	12.77956933	9.858208404	10.21953819	12.62910365	11.0381451	12.00256335	11.86977944
P2001	2.128400955	2.895759017	3.221054822	5.81050144	4.837513321	6.100793065	5.429394166	3.62714456	3.315370107
P2002	21.28957836	21.92125776	47.35670446	9.199468282	12.74714032	5.424105496	16.28272251	11.83459627	4.931675584
P2003	13.70883055	8.874884397	10.50598148	16.44339414	10.90927176	13.34839543	15.07554226	15.10017314	17.66445976
P2004	10.23627685	7.885585943	8.865910746	17.11690422	12.36305506	17.71947621	12.49065071	10.5794527	13.11366873
P2005	2.451392204	1.874620161	1.658192032	2.292666716	1.845683837	2.86075249	1.985041137	1.960830167	1.946572231
P2006	2.145823389	2.552384727	2.342869032	2.071338897	3.50749556	2.813076356	2.447045625	2.537944371	2.881558182
P2007	0.235688146	0.146666667	0.278081764	0.228277084	0.337364121	0.255800443	0.212206432	0.166615699	0.183120982
P2008	4.240334129	5.260140045	5.11786123	187.8960195	4.809804618	8.691442272	5.448990277	5.481078407	2.698140806
P2009	0.339228321	0.23732065	0.296702382	0.350358171	0.379708703	0.181916267	0.294285714	0.350212488	0.290677085
P2010	25.0636436	17.35262254	16.45043171	13.0529503	10.50856128	9.517705644	12.41660434	14.39592562	17.39866816
P2011	6.40159109	5.776720835	6.01435556	7.03507865	6.551900533	7.939321284	8.733732236	8.893036224	9.34543285
P2012	0.480652347	0.455330955	0.40193488	0.359530315	0.701982238	0.316875692	0.495168287	0.46473141	0.5433427
P2013	6.049801114	2.16313912	2.4624987	5.771213352	8.35026643	5.689044633	6.713462977	7.811705979	17.93641018
P2014	118.0429594	147.631127	156.677416	142.3454693	147.0692718	144.5499816	132.842184	148.4068986	164.2615189
P2015	0.694447096	0.426291452	0.557515864	0.627494277	0.613641208	0.665381778	0.745093493	0.688462663	0.791870357
P2016	5.934924423	7.202800898	7.823364194	4.705708589	6.021314387	6.904463298	5.649513837	6.711487869	6.726394395
P2017	0.029264916	0.028336636	0.006045355	0.011526475	0.046338899	0.020526558	0.036699327	0.035533919	0.044014396
P2018	1.92673031	1.906909764	1.609133465	3.399305812	2.361918295	2.678070823	2.612116679	1.848897084	2.305131067
P2019	0.123659507	0.127882151	0.050048892	0.124185806	0.049270337	0.026394319	0.046786836	0.050048344	0.063006659
P2020	1.09220366	0.379389616	1.097576199	1.1226645	0.629243339	1.000829952	0.922513089	1.324444045	1.345336618
P2021	33.02625298	37.01413661	45.28659107	38.39081309	30.8731794	40.50258207	43.29992521	44.59334877	33.70607029
P2022	1.67398568	1.001558991	1.475148237	1.106712946	1.045626998	1.258391737	1.588706058	1.289613923	1.487643866
P2023	27.5202864	24.47403884	19.3221679	22.20810871	28.78579041	29.77591295	22.19147345	20.30580352	18.04977097
P2024	0.306523469	0.172104637	0.509268699	0.459796175	1.143701599	0.550424198	0.824756918	1.062959548	0.650775626
P2025	0.126968974	0.219963007	0.144541766	0.096861384	0.146884547	0.16233862	0.12433807	0.137526139	0.141416144
P2026	1.563802705	2.551301361	3.566420472	1.817886419	1.715808171	1.269918849	0.799925206	1.038270411	0.854343893
P2027	0.530214797	0.689285242	1.612691147	0.377970608	1.288539964	0.308096643	2.547120419	1.491399276	2.354209169
P2028	0.087677009	0.329871846	0.372100281	0.312606159	0.302706927	0.387108078	0.163567689	0.184523194	0.303244929
P2029	139.9602228	166.1857577	158.0193488	92.85872535	129.0941385	98.90261896	120.6955871	120.5765296	111.6998345
P2030	3.571121718	3.565596512	3.816706543	3.615981094	3.475950266	3.830689782	3.634181002	4.58997594	4.279225528
P2031	2.746062053	2.252080856	2.821803807	4.720995495	4.960852575	3.298598303	2.541361257	2.792480831	3.441241002
P2032	3.022911695	3.030254987	3.687090398	4.31925264	3.406465364	4.218738473	4.141286462	2.861736334	4.176065283
P2033	0.436690533	0.534522394	0.696764798	0.317140536	0.641776199	0.246901512	0.287068063	0.713736424	1.035721159
P2034	1.761893397	2.259268067	1.980838448	1.910567905	1.837726465	2.192364441	1.991997008	2.227238999	1.814080604
P2035	2.229355609	1.58438367	2.023052117	3.608669965	2.013499112	2.203153818	2.437845924	4.589526229	3.626967936
P2036	3.711137629	2.179151803	2.3778217	1.856879108	4.751545293	5.726669126	5.433657442	6.09718256	8.178721275
P2037	173.9459029	203.2950192	177.0976802	154.1835906	222.1385435	211.2043526	138.4592371	131.8575315	118.4014011
P2038	35.90135243	45.93737614	49.61406429	24.54323905	57.92255773	29.02157875	31.28571429	23.98758797	22.84152585
P2039	2.889976134	2.110371251	2.583584729	3.379440219	2.880426288	3.323773515	3.196409873	3.495379219	3.853304592
P2040	0.240906921	0.023637204	0.107396234	0.308145632	0.527829485	0.375322759	0.363365744	0.03727655	0.343450479
P2041	0.403747017	0.499458317	0.325808801	0.590790931	0.69842984	0.561416451	0.578758414	0.23031952	0.537414835
P2042	1.187987271	0.886352226	0.682804536	1.353001994	1.155651865	1.203153818	1.111892296	1.17666899	1.483736864
P2043	1.732696897	1.732091426	1.460085301	1.481722177	2.441918295	2.013094799	1.612939417	1.006880579	1.292255283
P2044	4.100795545	5.792839213	4.413814626	8.520788716	6.970657194	9.644964958	7.358189978	6.161491242	4.64240348
P2045	22.93237868	29.30373894	34.99427858	42.06705561	48.63374778	40.22962007	27.77561705	45.65916399	42.76915971
P2046	0.162490056	0.2766812	0.154969312	0.094335721	0.371268206	0.282580229	0.138145101	0.289906235	0.36564148
P2047	20.0867144	19.74263443	26.80328722	21.33151171	16.71758437	22.1763187	18.6724009	19.14937153	20.29908772
P2048	7.343914081	5.734971595	6.572557994	6.184846023	5.357015986	6.16626706	6.653403141	6.59119016	6.28584626
P2049	0.91893397	1.079534945	0.855591387	0.609637398	0.893953819	0.979712283	1.089753179	1.067479145	1.138150044
P2050	0.322338902	0.139075175	0.280640799	0.22804815	0.166053286	0.183465511	0.176761406	0.146554089	0.22302629
P2051	1.898568019	7.281014665	8.579423697	2.735248505	4.269413854	6.178900775	2.387883321	6.974793695	3.85253474
P2052	0.891487669	0.563720439	0.927972537	0.267114689	0.548333925	0.066680192	0.528100224	0.505452747	0.474633358
P2053	55.45584726	75.16977144	76.16352856	43.7205524	55.78401421	69.43655478	49.51458489	45.22294426	43.31575503
P2054	1.219093079	0.726436782	0.656069905	3.035964848	0.940959147	3.092677979	3.189229619	2.621590628	1.515935948
P2055	59.37947494	94.54089047	66.45792156	28.92253157	40.36802842	12.57285135	32.93492895	30.42520181	17.24412025
P2056	0.371487669	0.205041617	0.063803183	0.345469315	0.404305506	0.296587975	0.263433059	0.339981562	0.320066207
P2057	0.646507558	0.596961289	0.666368459	1.180858135	1.032326821	1.02821837	1.001869858	0.890720212	1.089649332
P2058	0.199427208	0.134971595	0.408571726	0.090118898	0.332305506	0.241958687	0.390172027	0.324556472	0.182378075
P2059	5.392362768	7.088122605	6.064495995	5.901115132	5.068134991	6.46468093	6.816753927	6.55701212	5.441317988
P2060	32.73349244	28.56123662	30.52533028	28.59463851	28.2401421	37.06289192	33.15781601	32.22404605	35.88090381
P2061	0.206093874	0.20073986	0.225465515	0.408278561	0.117842984	0.469586868	0.419192221	0.166188474	0.192174449
P2062	4.27645187	5.44166997	6.342036825	6.677793368	7.366536412	6.244559203	6.130815258	6.17116003	6.81665961
P2063	44.49801114	40.0184965	28.75273068	34.18654457	13.90507993	34.90778311	32.57741212	35.48445124	41.84341199
P2064	1.214876691	1.735922843	1.655508166	1.286241784	1.643907638	1.686370343	1.067988033	0.903581949	1.113476269
P2065	0.181280827	0.464632052	0.37850827	0.531762794	0.368028419	0.334064921	0.338077786	0.136892047	0.30788329
P2066	77.71996818	54.95574052	52.69322792	101.3588361	54.12291297	86.14810033	98.69857891	85.46084141	92.51125909
P2067	3.884805091	4.8267935	4.249245813	5.462299682	8.452007105	6.204352637	5.264846672	5.609920626	5.73597906
P2068	0.449252188	0.659505879	0.7036305	0.975998818	1.237754885	0.928531907	0.797008227	0.789422796	0.845298125
P2069	0.18089101	0.285533096	0.308082805	0.268096891	0.273833037	0.247334932	0.196589379	0.300362017	0.316428654
P2070	0.044148767	0.055378518	0.043491106	0.036659036	0.083863588	0.028909074	0.044706806	0.060472646	0.101526233
P2071	2.113126492	3.887699828	3.033808384	0.47549664	2.825719361	2.794909627	1.858788332	1.654307108	2.040109319
P2072	0.759586317	0.843043995	1.176261313	1.608965364	0.451310835	0.957303578	0.336230366	0.486182628	0.596731976
P2073	0.344876691	0.198031444	0.259190679	0.16325973	0.222991119	0.183493176	0.260022438	0.209275291	0.234612572
P2074	4.769132856	4.696789536	4.512639135	6.304113433	7.736412078	6.450848395	5.446073298	5.401704405	5.573540167
P2075	0.755568815	0.684951777	0.921710184	0.727730596	1	1.043618591	0.941884817	0.770939671	0.903479734
P2076	0.41283214	0.301228696	0.701487569	0.692356547	1.561918295	1.693009959	0.591862378	0.991388033	0.734439355
P2077	25.54017502	28.33927864	28.56340372	27.00612953	15.91900533	22.03246035	24.44203441	24.97020664	25.64378921
P2078	0.700493238	0.530030387	0.820513887	1.065283214	1.152241563	0.701742899	1.154899028	0.776628516	1.407867893
P2079	0.488114558	0.587633769	0.351045459	1.1051621	0.114130018	0.393803025	1.08474196	1.257751894	0.63457023
P2080	0.495202864	0.20901308	0.228045355	0.116372498	0.131978686	0.201208041	0.060684368	0.118566321	0.121057393
P2081	0.272903739	0.532619897	0.416623323	0.19117495	0.261769094	0.218480266	0.266664174	0.131434803	0.082807267
P2082	12.77804296	11.95825076	27.98085925	23.14009305	9.585506217	8.384267798	16.50560957	19.71173521	10.80064668
P2083	2.418217979	3.876601929	3.528138978	3.765896167	2.837087034	5.361121357	4.717277487	3.927776404	4.722083221
P2084	1.020047733	0.867353679	0.441506294	1.34738941	0.95653286	0.714256732	0.932909499	0.916691026	0.83430848
P2085	2.791567224	2.269414718	1.722542391	2.962632006	3.69079929	3.55256363	3.119596111	2.418096373	2.473151392
P2086	0.178114558	0.22093011	0.144421096	0.179698693	0.128196092	0.200424198	0.220164547	0.286578373	0.360752916
P2087	3.468019093	6.878055225	5.639654634	5.017280851	6.107282416	10.24898561	5.573373224	8.131450543	10.43977828
P2088	1.462529833	1.17164751	1.343389161	2.413115723	2.10955595	2.18526374	2.554749439	1.877408765	0.952442357
P2089	0.41265712	0.195116924	0.41302403	0.283361642	0.390806394	0.406584286	0.531421092	0.575045533	0.621963894
P2090	3.869451074	3.054564672	3.548736087	2.095044679	1.71339254	2.107617115	3.365818998	3.511343962	4.124292698
P2091	0.284128878	0.432078214	0.237074795	0.577409349	0.410984014	0.517392106	0.219760658	0.484541182	0.533199892
P2092	1.305171042	0.876866165	0.896848018	0.885089727	0.860007105	0.670822575	0.965445026	0.96971196	0.658666615
P2093	0.284447096	0.171470472	1.034827837	1.700465254	0.75373357	1.397731464	0.403477936	0.669754683	0.657531083
P2094	0.300652347	0.995349452	2.062956413	4.697732811	0.569435169	0.682718554	0.951084518	1.064600994	0.232707187
P2095	6.934447096	6.195270181	4.395714137	3.557196662	2.799431616	3.504979712	3.677112939	2.795853664	4.663381962
P2096	3.578202068	2.478557273	2.365130552	7.272062625	7.012433393	6.615639985	5.841436051	5.790704472	7.331306055
P2097	16.65075577	7.660457128	10.29439301	29.21128425	16.48738899	29.48081889	23.16529544	21.9841252	20.49924939
P2098	9.874303898	9.752411151	9.882866951	11.46296433	16	14.78882331	12.3657442	10.59406831	11.79856807
P2099	0.281933174	0.290500727	0.281743472	0.620419467	0.437683837	0.670536702	0.397397158	0.484721067	0.405539089
P2100	0.19867144	0.156572863	0.320337044	0.133055166	0.286692718	0.129832165	0.301518325	0.377622378	0.352727203
P2101	0.346054097	0.411494253	0.261104754	0.281242153	0.287957371	0.277157875	0.183089005	0.301306411	0.183575195
P2102	0.944391408	1.186920333	0.941183814	1.013809911	0.94921492	1.135927702	1.034554974	1.091830999	1.100504253
P2103	0.620278441	0.314678293	0.275231457	0.691507274	0.426515098	0.623764294	0.704427823	0.35880197	0.378575003
P2104	16.03739061	16.49385652	17.41620722	21.25840041	14.27637655	21.9181114	22.17576664	20.57990241	20.53774202
P2105	5.62354813	4.872770511	5.377925726	5.800900967	4.977335702	6.95130948	5.614061331	5.119510714	6.639593518
P2106	1.405887033	1.522737482	1.830770831	2.168599069	1.998579041	2.479620066	1.857217651	1.855665235	2.074560222
P2107	1.755449483	1.392707095	1.5375013	1.675282475	2.348277087	1.680376245	1.859835453	1.905268365	2.144039416
P2108	0.273747017	0.129464923	0.21435556	0.087637545	0.271261101	0.114514939	0.275826477	0.209583343	0.23796143
P2109	1.2283214	0.691795482	0.601664413	1.206188612	0.822138544	1.180560679	0.828122663	2.034088098	0.759036145
P2110	1.206125696	0.890659268	0.663705399	0.91241415	1.173172291	1.325802287	1.017801047	0.559215704	0.910004234
P2111	1.28424821	1.636173867	0.992572558	0.774758142	0.973584369	0.603236813	1.226103216	1.062577294	1.003791524
P2112	1.343675418	1.039741049	0.883636742	0.478812495	0.726479574	1.240593877	1.474046372	0.719942437	1.924323492
P2113	2.172792363	1.978861144	2.105274108	2.61036851	2.763339254	3.534304685	3.000598355	2.008274684	1.937718927
P2114	0.655656325	0.804280618	0.231145324	0.399172882	0.905264654	0.72101623	0.857516829	0.515301419	1.026040263
P2115	0.646117741	0.413713833	0.412087798	0.132560372	0.472326821	0.474059388	0.24183994	0.639534099	0.520304862
P2116	2.806921241	2.454881755	3.78633101	5.265046895	2.281207815	4.822943563	4.968212416	4.211993794	4.069248239
P2117	1.829435163	1.564698111	1.658337668	2.224281811	1.938898757	1.783105865	2.005086013	5.369100353	2.193309981
P2118	0.976054097	0.46743295	0.571809009	1.669300642	1.986358792	2.052194762	1.988182498	1.796730601	1.145040225
P2119	5.987112172	3.991808693	6.281909914	7.970607784	9.075523979	7.882515677	10.93642483	10.55696715	12.85576812
P2120	0.595497216	0.179960365	1.240029127	0.976885016	1.126721137	1.083825157	0.970231862	0.788523374	0.932291466
P2121	1.136038186	0.432263179	0.347508582	0.33326933	1.166635879	0.208779048	0.519117427	0.439974816	0.588013395
P2122	0.749928401	0.444999339	0.547113284	1.096078576	1.145108348	1.094522316	0.797606582	0.839228296	0.814330806
P2123	8.6141607	4.75677104	8.415895142	7.323092829	10.66841918	9.176226485	8.795063575	8.112787534	8.279379499
P2124	8.244232299	7.926014004	8.523041714	6.032493907	6.209449378	6.176042051	7.374943904	7.27587525	7.489125832
P2125	4.522593477	6.722420399	6.505773432	3.604682077	7.682415631	3.600977499	5.498653702	5.061722843	4.09195889
P2126	0.347533811	0.151623728	0.24882971	0.22819585	0.323893428	0.805938768	0.255946148	0.308861556	0.415912853
P2127	0.312490056	0.494887039	0.46641007	0.490207518	0.409108348	0.305385467	0.29289454	0.352550986	0.33196043
P2128	1.521957041	1.484026952	1.352064912	0.653120154	1.346600355	1.168295832	1.43328347	1.137679041	1.165768505
P2129	1.207159905	1.54411415	1.345740144	1.14747803	1.681563055	1.213021025	1.136275243	1.296382075	1.475460949
P2130	62.47573588	59.96564936	62.00769791	47.19666199	35.25683837	64.00866839	59.88182498	54.82202685	31.38111552
P2131	0.097859984	0.321495574	0.262706751	0.196721069	0.178060391	0.18449834	0.187015707	0.160272525	0.163254937
P2132	13.34367542	17.54260801	18.85675648	9.330920907	10.1635524	7.55551457	6.030890052	8.573066805	7.38057662
P2133	35.07239459	31.00541683	32.32081556	33.89705339	44.82841918	40.4721505	37.58189978	37.68803544	35.01481966
P2134	0.708973747	0.587158145	1.44358681	4.183516727	1.70714032	1.186001475	2.281525804	2.358959369	1.436487163
P2135	4.744152745	4.769454353	6.733381879	7.317258696	2.621385435	3.482386573	6.549887809	5.904931082	3.910658609
P2136	1.658472554	1.586365438	2.333298658	2.82815154	1.734280639	2.243083733	2.476364996	2.565826457	1.895396282
P2137	0.252513922	0.139431893	0.150608551	0.637833247	0.217477798	0.269955736	0.83223635	0.121439975	0.163543631
P2138	0.067188544	0.067641696	0.140803079	0.042530832	0.092819893	0.056161933	0.081256545	0.074278776	0.071657878
P2139	5.049642005	1.433954287	1.804161032	2.490436452	4.76348135	2.879288086	4.631039641	4.392552785	2.244890104
